Session_ID,User_ID,Session_Duration (seconds),CTR (%),Bounce_Rate (%),Conversion_Rate (%),Pages_Viewed,Purchase_Made
1672,557,299,2.8702606149186964,50.23162585640135,1.2710697584093325,3,0
1673,826,138,1.2060626155693095,62.58747657421684,1.0318047158571537,8,0
1674,2809,58,2.4201084299820406,55.910505791592215,1.4467628408618776,2,0
1675,1055,11,2.0996630980525794,38.835653181722094,1.8486474642614248,3,1
1676,2583,31,1.2984994664862302,46.45595016659577,1.6533912679333513,8,1
1677,426,405,0.9660203563236212,64.80370749985673,2.407926411842672,5,1
1678,2720,208,1.4374904667096795,46.39352142508214,1.2061771475817697,4,0
1679,2411,51,2.604543855736379,43.06669997686244,1.2183087062868627,4,0
1680,1575,12,2.5476157779641877,57.224091679624486,1.9408407295014891,3,1
1681,2130,211,1.9356737574973182,47.197825876857564,0.6658443229073296,5,0
1682,2404,152,1.8188635082536933,55.60784869127428,1.218440425732819,3,0
1683,589,93,1.5719515016893992,49.63883924481082,1.434695896047623,1,0
1684,2013,81,1.9063053403217463,42.0334439020201,1.49287618455949,5,0
1685,1548,43,1.762919157250839,43.068880425416324,1.2461537877238364,4,0
1686,295,199,2.8549710254998004,33.14250822503903,0.5879179175543084,5,0
1687,1986,635,1.3817221999256328,38.948174417403735,2.2073430090115687,5,1
1688,1248,34,2.196218852038114,56.28378380391216,2.1809713315666968,1,1
1689,1549,163,2.878535670765583,62.057703840431415,0.6677442960646001,2,0
1690,1691,99,2.3872914079112264,43.89573751331562,1.8369168251449526,5,1
1691,1137,106,1.4378616482379198,36.25017040914655,1.4324559794789882,3,0
1692,1257,52,1.2288349012053246,61.37837330264638,1.7797318984681694,6,1
1693,2065,313,2.1372006025261787,61.674280740407895,1.640299662592291,5,1
1694,360,119,2.075261602784348,57.22958756258442,0.7713714438460402,6,0
1695,2914,141,2.6162045486233403,35.49068215919817,1.9010149676354788,7,1
1696,700,65,2.274223924342213,55.151195291091405,1.2240138061157613,9,0
1697,448,36,1.7575800379155675,55.51578866731856,0.20181423444106517,4,0
1698,2904,16,1.7236426356960424,59.005758955652865,1.5996012963152137,6,1
1699,2413,225,1.3469211497605231,51.509890252084986,0.7184053271059199,9,0
1700,675,39,2.064682169139875,42.49824966016569,2.072386531072143,7,1
1701,1008,210,1.2977758745833683,45.95458363051285,1.354492223079738,1,0
1702,1350,89,2.454995173797262,61.77052936907225,1.5394623005665613,2,1
1703,2515,96,2.2945776056094322,53.79542301352166,1.7598408874242457,5,1
1704,2462,113,2.2787280002363373,36.91943036599065,1.5524679696928698,4,1
1705,586,82,1.339086444126104,67.06467357130137,1.2044851564564543,7,0
1706,1257,19,1.9250182994449319,61.55547262868216,2.064790266436859,5,1
1707,1248,66,1.8053471896232147,66.62498662826972,1.4457226891870354,5,0
1708,994,196,2.051403192229713,61.34312383912294,0.9379047421395528,7,0
1709,1436,197,2.2642564404029746,40.716021884261785,1.6773905349657598,3,1
1710,572,60,1.7432014747823288,53.30004951670149,1.459745065527743,6,0
1711,2383,110,1.7620082378373885,56.03494201064099,1.488523410090555,6,0
1712,1246,38,2.3399639182676593,36.55695993775722,1.5628752800155779,11,1
1713,2085,42,1.4352500186084172,38.27613634214643,1.527989142269885,5,1
1714,989,4,1.6266692817896518,57.433982336448764,2.228742763617629,9,1
1715,278,408,2.0029184160170206,58.22688296239629,1.0994764586291645,9,0
1716,1220,42,2.449860186514767,73.68219029263989,0.45959301149308174,10,0
1717,2964,46,1.5156126307954956,47.39613400887478,1.5002939936487962,7,1
1718,1888,59,2.8948494947981915,33.17054666994645,1.9159231767914697,7,1
1719,484,24,1.3246686194171866,48.48867421901011,0.7179042841198413,4,0
1720,1266,183,2.7751394120392825,58.434598963086195,1.682265468974482,4,1
1721,731,14,2.599795074496703,46.35901280115061,0.7966840629839831,3,0
1722,2240,25,1.2849492038751358,51.01745791722319,1.9218799814342393,4,1
1723,1041,186,1.183898331514495,43.579022315120135,1.5053944063644629,5,1
1724,2572,74,2.359932084423612,61.930951558165845,1.0600695482913327,7,0
1725,918,221,1.8112994074743651,57.44615582353064,0.6982344804420302,5,0
1726,2449,146,1.4965264751957004,41.79925461658094,2.590539289412061,3,1
1727,886,53,2.9058506044907486,44.78074421147126,2.65262218672608,4,1
1728,2753,189,1.403048779900225,43.20508062167831,0.9604675724824385,7,0
1729,22,22,1.6365307012139862,31.403784461988213,0.9486929121060554,7,0
1730,474,138,1.6958008434510998,42.380166978738295,1.5395416248301117,6,1
1731,2258,103,0.6002755862817573,32.27136975571396,1.3071962803062847,2,0
1732,2354,56,2.045683879553326,59.33579621834811,1.3369582538100175,7,0
1733,704,166,1.5442207223304103,60.12875131655528,1.6418666849051518,6,1
1734,687,369,2.405268057414869,47.01210726827401,2.4588715379101327,4,1
1735,285,1227,2.4706313614798803,52.04695859136774,2.1810531938306954,4,1
1736,716,168,2.115860500107096,60.709996607916196,1.3398721155897502,5,0
1737,763,93,2.1215233148268244,57.8378204075842,1.8610569364011478,6,1
1738,1251,45,2.0817945571831378,70.04698609344382,0.5764773430834702,4,0
1739,948,53,1.6497979076659193,52.594124607377566,1.5679499434319517,7,1
1740,2429,117,1.6925860247754942,64.52635333476702,1.3816755475145692,7,0
1741,2508,82,2.6616134738874564,50.95119968985593,1.981727337616153,3,1
1742,1031,441,2.3676207221448116,48.805015418460385,1.8109651830133107,6,1
1743,29,82,2.1030434922525,56.78684064817532,1.6544392107743617,4,1
1744,907,84,2.3000326631761805,55.52153213173233,1.730122707640441,7,1
1745,2927,87,1.9694582356101227,43.92078274081481,1.2832279901282588,3,0
1746,2127,326,2.0924733846630392,41.75968884074598,1.983822422702898,2,1
1747,2995,189,2.2972584555850526,50.747755785834784,1.7300685020725028,4,1
1748,2507,171,0.9628595898352053,31.099292595346732,1.4188767230722714,8,0
1749,570,73,2.453069459045689,46.9246962128821,1.5493712342916348,6,1
1750,2007,306,2.4171701105785535,40.17661479046273,1.922044922419526,4,1
1751,1454,7,1.6096558614462715,44.23653738266249,1.9693465009350233,6,1
1752,738,368,2.6220512580783613,42.212673507402954,1.328880040013721,3,0
1753,516,129,0.8913426076696556,57.679089673716135,1.0531412736208352,4,0
1754,2001,91,2.1764765424068764,54.46679628050672,1.2721758972713797,5,0
1755,2445,123,2.0199665232781268,50.52952524710043,1.2979359995918112,4,0
1756,39,198,1.84526446265028,46.16623625705929,1.5616261302769825,4,1
1757,887,2,2.009683663743657,60.346983424780326,2.0987101697274584,12,1
1758,2845,369,2.2913652791637817,59.0064859751343,1.2647337301743884,5,0
1759,2205,106,1.0972158730073986,48.88858674804848,1.6940096116066785,4,1
1760,1099,75,2.5004822951444914,63.5474674565184,1.4078863888161135,3,0
1761,2932,26,1.7948632438095917,48.10456852374992,1.509556528135037,10,1
1762,1824,104,2.5077264240873394,52.047025242379185,1.6514809584563461,4,1
1763,1711,123,2.3217588388249712,44.25781379793109,2.1007955374491427,6,1
1764,974,93,1.7844649295288353,46.06789767217477,1.6236730701247906,6,1
1765,1563,204,1.9603369018118935,43.72983475283656,0.20921547210735825,1,0
1766,2897,98,1.9897102864545677,56.87591856649202,1.4004409820843513,5,0
1767,2796,585,2.8031301903633365,53.76219497122253,2.284551688996977,5,1
1768,989,164,1.4297771066149736,39.47261285328753,2.071041501332246,8,1
1769,21,296,1.7809635716093464,55.66449050424352,1.8953143083512471,5,1
1770,2351,20,1.208905974562429,67.9295105621542,2.0896688291884638,7,1
1771,869,91,2.061954122818035,43.399239665566085,1.9120114230184209,3,1
1772,84,73,1.6882454932548332,42.827414374199485,2.0799746643519157,4,1
1773,1683,151,1.748914246573711,50.08066881859586,0.9412485298456819,5,0
1774,1977,355,2.7423452012993788,63.78234760003031,1.47007042774325,5,0
1775,1411,14,1.5883152386932302,45.61687723560527,1.5737770966358133,8,1
1776,1531,13,1.920238975966939,68.41850932615303,1.5270233721448336,8,1
1777,570,341,1.77069985690507,39.42941361670876,1.2114663576775107,3,0
1778,934,43,1.802084811665036,51.88048566343421,1.5731602018112891,3,1
1779,1981,198,3.3858948047458197,32.987399304671406,0.6498836583094043,6,0
1780,1856,140,1.1325121515270622,40.63853049536985,1.726583056255838,6,1
1781,793,322,2.322034271497478,47.86599072101522,1.1631064943544596,4,0
1782,792,24,3.2136866921898424,52.701941212793145,0.411979642933338,2,0
1783,1810,25,2.539542885673593,62.407319772736756,1.5082570058996112,8,1
1784,1295,146,2.023471082724879,43.006706896313595,2.2740573736942613,6,1
1785,2540,526,1.4136158399374534,54.206439112446894,0.5495659473949772,3,0
1786,2256,96,2.6523871670217045,36.60892917576582,1.378478141775173,3,0
1787,1608,71,2.46867298904785,60.09853494079043,0.6889445972460514,6,0
1788,1084,167,1.2351537814991729,63.1038230161944,1.628527113360564,2,1
1789,2478,479,1.839859385019489,60.375248423954574,1.9355206155745042,11,1
1790,985,326,1.3969530268609403,60.36064430399516,1.0953797083071464,5,0
1791,1681,972,0.5702399806627789,49.086164426701,1.2881935546169703,7,0
1792,520,4,1.3853212596908375,52.76712124694458,1.4256587607979216,7,0
1793,591,21,2.0527196130906855,49.0302000010553,2.1197042861426274,4,1
1794,1051,169,2.290159588629775,49.54491326629739,0.8009142493740609,2,0
1795,1710,309,1.8382815234286316,42.56336901650403,1.273062141609834,5,0
1796,2036,60,2.68706269625108,52.81668569842773,2.2853548714660312,3,1
1797,2247,49,2.514719956371976,54.17800337439622,1.1363226486644062,3,0
1798,2435,278,1.9373611814437097,59.85297668697734,1.302749233106552,7,0
1799,349,10,1.8736986561894204,53.92117915554187,1.590065049948749,9,1
1800,960,82,2.191369809354226,58.81079326252991,2.663585915547023,2,1
1801,1964,126,1.9910767951032553,42.55725290125932,0.9413133365144998,4,0
1802,693,147,1.2871579592137519,64.23437923444234,1.8776796874784312,5,1
1803,1560,234,1.8523090076553992,47.58746881284591,0.9061035645764589,3,0
1804,378,78,2.332783598937651,29.512459715528884,0.9962253144742861,7,0
1805,2947,170,2.657370132410656,46.10509896249363,1.2432797535334672,8,0
1806,2964,158,2.480081948402803,55.76680347244266,1.7324214838777763,4,1
1807,527,142,2.1671513488126295,50.82204336313705,1.2251293144207418,2,0
1808,2782,184,2.7286858212322835,30.579877534672757,1.5664574579457407,9,1
1809,2254,54,2.2119758340316045,52.15156420891554,1.1412517278306122,2,0
1810,2503,15,1.9557249742284946,51.267314856379,1.540744099309678,5,1
1811,1260,22,2.7393557840167366,40.28566072077567,0.8511492036267454,2,0
1812,1876,45,2.3601293294163876,55.64514442494071,0.8635804795965925,9,0
1813,1764,124,2.651001546879345,48.66170648319507,1.2432323473090445,3,0
1814,521,330,1.4061965662371252,30.489184337063765,1.805541663797276,4,1
1815,1702,217,1.5698656855353412,56.95075108061046,1.5968981795658088,5,1
1816,1017,280,1.5912974627975514,51.74817349914555,1.1128134635565252,4,0
1817,2774,77,2.0908883123973783,65.13559210992294,0.93421527035414,9,0
1818,1014,93,2.912174766581148,41.35054025525403,2.016905217543003,4,1
1819,2549,90,1.430526563971434,47.669573369780665,2.1816216291207287,7,1
1820,117,38,2.452682502901526,60.65993435965696,1.753862192074935,4,1
1821,2434,11,1.3987157278759157,40.84379094880363,1.677771252687433,1,1
1822,1368,160,3.058759700865518,60.30749416352569,0.4311005725186514,4,0
1823,584,815,1.2016741698746158,60.568296091987136,1.7968197321878154,5,1
1824,395,32,2.3701501643807634,53.13780373161114,2.294207395227868,4,1
1825,1088,8,2.4401877115272885,48.34871185832428,2.036106517216578,6,1
1826,2769,272,2.3100024944503765,43.52713187566829,2.009028337029549,5,1
1827,72,52,1.561375215010631,42.78917283287399,0.6723381398020439,4,0
1828,274,318,1.4718282639503868,53.10830724013897,1.1478438952499306,9,0
1829,2014,219,2.6362003137245287,21.225379665798492,1.4275802552349393,2,0
1830,1344,524,2.5242033161174855,44.42943537108718,1.1441775717571319,5,0
1831,338,94,2.5173804035523455,43.05035923278579,0.9200624826760218,7,0
1832,1390,195,2.5779859950579356,40.11957737749041,1.7095579363284625,4,1
1833,607,112,1.231959162217047,51.857107904158944,1.9983707508236068,6,1
1834,166,179,1.2170144756963373,35.30210507364851,0.8018007172726427,9,0
1835,1568,107,1.664338096171511,62.02872361226717,2.018958934270283,8,1
1836,2059,37,1.7601792973031858,59.13580576214363,1.6116265250615647,1,1
1837,1325,127,1.7068988906963585,63.59548166491456,2.3115166474531463,4,1
1838,729,135,2.138748986216933,44.72773889395371,1.8974154068961404,7,1
1839,2849,299,2.55762524664089,52.077997827576766,1.5649469042256967,8,1
1840,2044,239,1.8530023956982158,58.23171010558549,1.568865546338879,5,1
1841,102,196,1.5923413816660699,48.69193891234476,1.5010651362658274,8,1
1842,1416,21,2.4064615504449725,44.333950460558164,2.4092889515670604,4,1
1843,779,229,1.8590177557853969,51.196790498659475,1.8060272190810625,8,1
1844,214,124,2.0536624415670595,47.94976533228601,1.3160075114111605,3,0
1845,1112,404,1.8337633737442036,39.29318390806618,1.7846395086725335,3,1
1846,1577,454,2.1699851797846197,26.196197758531955,1.7330436491276604,2,1
1847,2449,10,1.4930479335035147,40.76440679318502,1.2885908251481641,6,0
1848,2636,309,2.363136112938575,26.403883983341903,1.0899259456816792,4,0
1849,2937,6,1.9836116490211515,41.30011019143605,2.090977048775768,14,1
1850,1696,82,1.617841884886088,64.19062512392482,1.3688016555093854,4,0
1851,592,140,2.2654664931746886,31.514837801462743,1.3407257554749865,7,0
1852,1334,28,1.6173644354610663,54.488997861475305,1.7909093839566095,8,1
1853,1110,246,1.6394637010021418,62.22689178762673,1.241111812185271,4,0
1854,2140,1,1.3993615506210426,34.27331151991699,1.614320069440053,7,1
1855,2721,33,1.1482089198635208,67.94329204058359,1.3098786176985613,4,0
1856,714,156,2.2671426896039213,49.23529378152537,0.21035980110585029,3,0
1857,936,225,2.58280832455558,63.58152691148335,1.693175156713699,2,1
1858,1952,447,1.774700137657984,52.70842111495899,1.6309114672521066,5,1
1859,242,220,1.600763744406204,45.39346861972296,1.6769129676203585,8,1
1860,2044,200,1.0938526103757713,20.925631209793668,0.46222575264652654,3,0
1861,2,90,0.9133244600521555,38.85197513252854,0.8246620142833315,2,0
1862,2273,0,2.363365272857674,56.79750192442903,2.081260724924429,9,1
1863,2849,23,1.0129960988671791,65.37283297361951,1.5369509337995213,2,1
1864,1769,137,1.4280332147012367,35.9534708271995,0.5532485661163823,4,0
1865,1950,202,2.1417156591860027,49.40333502183008,1.5422950331440566,7,1
1866,2637,97,2.044853631342502,45.540069420565686,0.7151014315776213,6,0
1867,2164,236,2.162351191775361,54.17815648505952,1.2133528231067174,5,0
1868,918,132,2.003459724244294,50.88368019754271,1.6267898032036003,4,1
1869,2242,13,1.821536573102574,46.283196613285206,1.627511562472261,5,1
1870,2919,38,1.431067162673108,56.39108325498151,2.003427232206317,5,1
1871,90,329,1.6829282773638405,43.08469590911682,1.7326360479385758,8,1
1872,1710,232,1.8554760619694237,50.11240233861029,1.7641377624966141,3,1
1873,2170,405,1.0548290988664732,57.70106578353353,1.3092647434822087,3,0
1874,143,22,1.6068319480613593,42.736311872795355,1.07480044729295,2,0
1875,106,832,1.8138907451766038,46.4104496065079,1.5244611159320087,3,1
1876,887,42,1.6555176220732506,44.41980824508228,2.010046278983145,9,1
1877,428,2,1.8287227406253155,54.52169376558254,1.9130325001928012,6,1
1878,1329,1072,2.33436387545064,53.4955765418419,1.3994468241794598,2,0
1879,1896,59,2.395742963642614,44.818554792856204,1.4701792984690691,5,0
1880,1995,198,2.755676573988768,53.408727472117896,1.0488092566508151,5,0
1881,317,34,1.24604881831949,21.879357267354067,2.0752532877827727,6,1
1882,1987,156,1.7896274255509663,58.35272407908647,2.3075597820398546,6,1
1883,635,421,2.613789752533562,58.95701299851233,1.7196642210776365,7,1
1884,1926,69,1.1271320427117018,44.936188200701196,0.6821567907400651,2,0
1885,2057,199,1.4118853738312565,42.946831340289336,1.8366995618354949,1,1
1886,2822,37,1.692132166514222,49.424764898469526,2.3272641536661536,2,1
1887,2271,176,3.022161901187399,40.8992824363104,0.9407525519610134,4,0
1888,1440,73,1.5127336479526334,42.45345033111006,1.9229234830900492,7,1
1889,553,42,2.541910320915629,53.07852774423666,1.405995753966162,6,0
1890,716,67,1.9860515531649954,58.09061220964946,2.1219226128788704,6,1
1891,1288,35,1.4267729919485608,53.17871567826448,0.9211140956474374,8,0
1892,1714,417,3.399912073168916,78.86328881217521,1.283166400457197,5,0
1893,1884,91,2.0973240019529036,62.485874792165035,0.716039072442682,7,0
1894,1108,50,2.188101158930058,57.35375554954485,1.6697685406061347,7,1
1895,1342,107,2.267253774103356,56.99188378652912,1.7765511253196054,5,1
1896,111,69,2.2284780910860578,50.86758885829246,1.6719839342532756,5,1
1897,251,245,3.0760366779310298,55.04653440534112,1.242139620719041,7,0
1898,2431,638,2.892971924134795,51.97595382259999,1.2802930951142393,10,0
1899,2055,103,1.534200928235597,60.50838545436709,1.3363984998040652,6,0
1900,459,355,3.0093624564861186,47.20860561887682,1.9426572941858233,1,1
1901,1108,150,1.6499335235250454,46.67420893114409,0.7736810948423043,5,0
1902,208,30,2.1611204404412043,61.78068240281266,1.3297206110011728,6,0
1903,900,211,1.2742409407858135,45.40009247908358,0.7638367625310709,5,0
1904,22,129,2.518303206932476,40.55071302687198,1.2953834630471592,2,0
1905,410,189,1.846319379326075,42.51870529852151,1.492888302096563,5,0
1906,895,396,1.425256181710759,57.486170320494445,2.5502304544752596,6,1
1907,515,104,2.594250507017353,76.71885873493305,1.1661440629575066,7,0
1908,809,416,2.7181006974526105,41.12309007150952,2.0135351238650623,3,1
1909,874,250,2.735051390859348,56.451486413971715,0.6448283666203882,5,0
1910,14,120,1.238524775307388,51.53776180220693,1.519896725820253,5,1
1911,971,166,2.786771460024859,61.28188994609811,1.5188127721999132,3,1
1912,2135,70,1.849742159751434,56.36379328542306,1.8726195689308343,3,1
1913,2957,739,3.0257517354619488,61.901891224134346,1.226896526178538,1,0
1914,1561,198,2.312476849032078,52.92135697196604,1.1075481976952397,4,0
1915,1325,8,2.1256656302292467,41.65226013574003,0.45994827526341653,5,0
1916,1267,71,2.004260536369196,43.19985231781117,1.6655238436934832,8,1
1917,2170,175,1.993168538330041,52.11980596319342,1.1789704189829833,4,0
1918,750,10,1.6602428422121966,54.67082741509192,2.0127174656372957,7,1
1919,685,4,1.4659680762185805,46.15788830404638,1.7558866063102032,3,1
1920,1928,107,1.8186690143219606,70.15059575832491,2.0927482054763242,6,1
1921,2357,72,2.5954442682243846,59.412219317146494,1.0632334695013659,4,0
1922,695,103,1.3016875170815247,29.16093470791197,1.6022605442576705,7,1
1923,2336,54,2.6703331153016956,48.77097704044114,1.5949776122929344,2,1
1924,307,32,2.0716948731802294,39.702825345328534,1.2519430065192878,6,0
1925,1990,210,2.390737309430629,69.06282616127143,2.1151835851801133,6,1
1926,2962,130,2.416580247012904,27.806596750466777,1.8906683118507996,4,1
1927,662,40,2.464172487279071,54.18741914454738,2.515369734935053,7,1
1928,549,69,2.0112007940198566,51.23324397628588,1.847327232170723,8,1
1929,312,161,2.0261715623257457,58.13907117439669,2.4344426614475303,4,1
1930,2921,13,2.4470483379768533,53.227610568764575,2.4230685009143222,9,1
1931,1083,28,1.47935261928445,70.69324687806088,1.254225945627387,3,0
1932,2972,13,1.402770721712403,59.17930466853315,0.7652274075405284,6,0
1933,1738,301,1.76765653873793,31.619069470807325,2.343293105182541,4,1
1934,755,251,2.1440452609936624,64.04216161675139,1.846911534191989,1,1
1935,35,251,2.9604355749698934,52.03153330605659,1.760637368643037,6,1
1936,445,226,2.023991360223306,64.05913387529671,1.275676017180713,6,0
1937,2141,199,3.0000762562464547,46.82920665240921,1.6985756852004952,4,1
1938,1983,116,2.257728848962418,39.37670318425185,2.008527835292316,8,1
1939,1231,185,1.7732686748153148,37.486229698749575,1.8292931723283181,4,1
1940,353,7,2.5735343242604607,60.61396043268765,1.1930882881397138,7,0
1941,903,174,1.8785685877139742,57.97178348408336,2.271174476681323,7,1
1942,1356,270,2.125604724220947,44.08052437432329,1.5624141716424067,4,1
1943,2910,124,1.3318143483615652,23.299000209666385,1.8395914774533193,7,1
1944,1749,79,1.24566811508888,60.99674809394216,1.9202890210442378,2,1
1945,159,58,2.276827765403758,29.624759069775966,2.565864610630671,9,1
1946,1978,185,2.551864476975796,71.73911151685559,1.7072316760806334,5,1
1947,957,212,2.972833751276638,35.54585753023776,1.4738652499850011,9,0
1948,2072,368,1.5953137793280916,50.14076821331431,2.456856296003325,10,1
1949,404,75,2.7318720624954222,52.300167377549585,2.0539966536442846,4,1
1950,2853,264,2.6572234499884986,53.64851220929118,1.6530428557122083,9,1
1951,516,148,1.7544185704816233,53.24283624822547,1.621540516335687,5,1
1952,2780,385,2.694043444728189,51.30439558655502,0.5199750086294815,3,0
1953,1388,135,2.472108188142599,45.65926120964373,1.456265163485977,3,0
1954,2580,131,2.5710915392697897,47.76552724060631,0.7987817878003873,6,0
1955,956,155,3.0836801893716,43.48181284883667,0.16515981666793955,3,0
1956,2200,249,2.5503309237749994,51.15876742553284,1.2020226614887601,7,0
1957,1713,601,0.9315509353189291,32.461145932412116,0.8092726992207301,3,0
1958,2995,13,2.1612802479987763,53.15461532272414,1.32245065873409,6,0
1959,608,9,1.216599249465258,49.013280666129184,1.6540301796935761,2,1
1960,2468,499,2.0757250351385728,58.414324167727244,1.7545771483069945,5,1
1961,1274,135,2.046813930727653,46.96335725630029,1.4453558077486872,5,0
1962,2914,171,1.708152548619038,56.02228434948877,0.8556045016447715,4,0
1963,1536,118,1.4861984284133078,55.52025236490993,1.4394261686112435,8,0
1964,2626,17,1.7348340496263823,48.60934851515716,0.9671290716610169,7,0
1965,2383,263,1.8314197242859567,53.528823147861196,2.2016824416525553,4,1
1966,1442,247,1.9341475770326941,36.573337367481784,1.4261857909758184,4,0
1967,2980,67,2.052716953068431,63.415654819809006,0.9304096177387866,3,0
1968,1798,65,2.292625412771134,44.54453827406426,0.974491027623585,4,0
1969,295,327,1.843723845489023,48.2168431909912,1.5034717798768615,3,1
1970,755,13,2.639824217335997,39.47165129345535,1.5290773887748412,2,1
1971,1395,383,1.9808807461609537,42.31788308857363,1.4032359047126812,5,0
1972,186,53,2.4622454092866857,66.43538199409011,1.9968969442220457,8,1
1973,1270,161,1.8477595913048461,51.37890155578375,1.0191736786206573,7,0
1974,637,494,3.37185458466843,47.032155622588164,2.0017991959555372,7,1
1975,1292,204,2.2336320875169315,46.97644748687356,1.4530231666911726,4,0
1976,530,96,2.817649300658302,50.01978818007637,1.9312771952636332,3,1
1977,2069,210,1.6530290055936048,57.22457737529566,1.1872122778499667,4,0
1978,2959,75,1.7764248608469337,51.9383853715484,1.8890588660053136,5,1
1979,2915,58,1.8739311736752946,52.15194890170895,1.0965046470401956,2,0
1980,794,1027,3.236499963384043,40.768270847369735,2.323672902001965,7,1
1981,2148,250,1.8936299909672,47.062009246900026,1.4600084230056674,2,0
1982,2800,186,1.5882829525216329,51.56520467968478,1.2845947782135174,6,0
1983,478,79,2.6504532267735934,49.68809163693962,0.9131412067377567,9,0
1984,1623,9,2.029402172868134,45.84125582603092,1.5842975429775372,6,1
1985,940,5,1.890940269674592,44.92495438035621,1.4256845400081466,9,0
1986,526,145,1.6948588442610708,54.35564475403672,0.8314737126466061,2,0
1987,2382,258,2.244414279101007,54.60197165015118,1.1318308815295965,4,0
1988,2,138,2.53132781680485,59.8941265698277,0.5229060274245292,4,0
1989,375,330,2.394042720384068,51.95783822321603,0.9351565579783795,5,0
1990,2341,6,1.760333111252309,29.23785316733657,1.438524186017144,4,0
1991,2885,82,1.5061486561722064,73.58290940866138,1.6768008663530747,6,1
1992,553,48,0.0,49.911985090953216,1.3381083348721063,5,0
1993,2366,106,1.527265645911884,45.89977358335607,1.7357830636271034,3,1
1994,1526,13,1.8139327293293257,49.41839303496916,1.0206850469357618,6,0
1995,1852,554,1.9704800842046566,46.039059620489255,1.7218801573107736,5,1
1996,381,45,1.864594363598616,41.81295896572684,1.4613934355396698,5,0
1997,1647,459,3.4004384738046953,56.145533722417156,1.3969956872027642,5,0
1998,14,99,2.2456825686163158,48.514537178595624,1.4982194070641737,3,0
1999,504,762,1.3811786369359857,49.105605096394484,1.200371922210427,8,0
2000,2279,145,2.327783699210918,24.9719252406523,0.7328101883833478,8,0
2001,2009,480,2.195738360385577,47.73511779970821,0.9774135966662018,4,0
2002,130,0,1.475044693990597,39.2339164625697,0.7940827542430543,2,0
2003,838,248,2.1444027766661784,44.77563548042349,1.386071605139437,6,0
2004,2939,420,2.2650756315918015,52.3628009395305,1.8413542695464353,7,1
2005,2041,27,2.5122522122238586,43.86488508087959,2.241818853775167,9,1
2006,28,18,1.1121638732491381,45.24458414601277,1.2694116398167417,7,0
2007,2114,99,2.3240390056067532,50.9657718195084,1.4196106889134221,5,0
2008,1253,488,2.7049523276344596,44.93486603903511,2.441301691997144,7,1
2009,261,140,2.943843289504022,39.446869702634515,1.2986369220941198,4,0
2010,2047,134,1.3869662367767828,32.78494353060452,1.1866484604762415,8,0
2011,1473,27,1.9270238636832366,53.36575784015791,1.434798884773739,6,0
2012,1448,0,1.9754672357663277,44.83495405620467,1.2877533178404739,2,0
2013,460,299,2.3377593682911426,33.34478949279792,1.1607228767501903,5,0
2014,301,16,1.917685451235906,62.456625424390396,0.7961205204836173,4,0
2015,2967,180,1.642303214380413,53.38025497250494,2.296313058595976,4,1
2016,2335,442,2.108588186292446,38.120494714242795,1.7753565915604796,5,1
2017,630,42,1.8312489669212675,42.953638040403675,2.308225688003949,6,1
2018,270,196,2.281094765342621,60.464119671796865,1.977348747519311,4,1
2019,2640,14,1.5952163065770633,48.245715514853025,1.5078004533038496,6,1
2020,1994,166,1.4888451719760327,45.81629723930296,0.6649380791890134,4,0
2021,1629,32,2.6577201091124807,57.5067515450195,1.0454415906610963,4,0
2022,1802,239,3.1362638069022166,48.32183115655235,1.3256697473620105,8,0
2023,2892,64,2.9111356133616217,62.296703263897555,1.0180552974732167,4,0
2024,862,112,1.9640372035257374,45.87299758300042,0.5901894109535512,4,0
2025,1281,164,2.5275635857905896,44.29630685180861,1.0545467977912544,5,0
2026,2181,33,1.656858608893315,50.16591919364428,1.4029647577569069,4,0
2027,1800,243,2.254089644526164,59.646774583640514,2.294959811309348,4,1
2028,1707,64,1.7080986165400092,52.495131493787326,1.163440154512728,5,0
2029,2561,195,2.6282520589700558,51.03545140826901,1.8276815606374286,3,1
2030,2361,31,2.5617323589619216,41.92613477263848,1.0116173532793646,10,0
2031,576,209,3.0379770555487378,40.456837588510176,1.3877964318194216,5,0
2032,2934,24,1.8853474562337504,59.65775737122054,1.4828118662435252,7,0
2033,2004,99,2.7895168505460006,60.70842352858932,2.30007446589204,3,1
2034,1308,51,2.253232530964044,60.38595115681574,0.1648612267809193,4,0
2035,1957,248,2.0376942346171742,57.91050555440364,1.0943070299872661,2,0
2036,2735,54,2.16849692004828,54.46516766711319,1.6234566990336772,10,1
2037,2021,384,2.8490065807517437,54.31209556834972,1.7090104933327626,6,1
2038,2213,400,1.934031642553123,51.33593243565257,0.9114594491454738,6,0
2039,2353,39,1.9594690690577132,55.62072167181224,1.4807392209590602,5,0
2040,1656,171,0.9671489510849398,49.58309367674055,1.5064265345778018,5,1
2041,1580,16,1.9264759676509766,55.592710027474894,2.2357903893591695,9,1
2042,1848,89,2.1321809639790916,59.17559810453022,1.6042239335121602,6,1
2043,2204,224,1.618876111119725,37.42237041438271,1.4290990143400237,2,0
2044,1391,193,1.496072400659278,60.96313912250664,1.1481379631865651,2,0
2045,1743,176,1.0743807119241358,49.42188397283406,1.803812360420189,5,1
2046,1926,59,1.707674702348391,64.58199858813265,1.372583032244544,6,0
2047,620,85,2.710589548398558,62.70466194086469,1.216695036090425,7,0
